# SPDX-License-Identifier: GPL-2.0-only
# Source inventory verified byte-identical against Linux v7.1.5; originally generated with Universal Ctags 6.2.1 from e8efe09d4f378992c890d181d65e2ed8d8cb1194.
# source	line	kind	linux_item	rust_item	status	verification
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	392	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	393	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	395	macro	RA_LEGACY_OFDM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	396	macro	RA_LEGACY_CCK	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	397	macro	HT_MCS_MASK_NUM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	398	struct	sta_rec_ra_info	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	399	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	400	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	401	member	legacy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	402	member	rx_mcs_bitmask	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	403	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	405	struct	sta_rec_phy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	406	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	407	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	408	member	basic_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	409	member	phy_type	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	410	member	ampdu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	411	member	rts_policy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	412	member	rcpi	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	413	member	max_ampdu_len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	414	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	415	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	417	struct	sta_rec_he_6g_capa	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	418	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	419	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	420	member	capa	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	421	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	422	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	424	struct	sta_rec_pn_info	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	425	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	426	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	427	member	pn	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	428	member	tsc_type	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	429	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	430	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	432	struct	sec_key	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	433	member	cipher_id	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	434	member	cipher_len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	435	member	key_id	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	436	member	key_len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	437	member	key	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	438	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	440	struct	sta_rec_sec	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	441	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	442	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	443	member	add	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	444	member	n_cipher	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	445	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	447	member	key	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	448	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	450	struct	sta_rec_bf	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	451	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	452	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	454	member	pfmu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	455	member	su_mu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	456	member	bf_cap	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	457	member	sounding_phy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	458	member	ndpa_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	459	member	ndp_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	460	member	rept_poll_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	461	member	tx_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	462	member	ncol	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	463	member	nrow	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	464	member	bw	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	466	member	mem_total	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	467	member	mem_20m	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	468	struct	__anone602538c0608	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	469	member	row	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	470	member	col	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	470	member	row_msb	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	471	member	mem	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	473	member	smart_ant	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	474	member	se_idx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	475	member	auto_sounding	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	479	member	ibf_timeout	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	480	member	ibf_dbw	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	481	member	ibf_ncol	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	482	member	ibf_nrow	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	483	member	nrow_gt_bw80	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	484	member	ncol_gt_bw80	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	485	member	ru_start_idx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	486	member	ru_end_idx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	488	member	trigger_su	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	489	member	trigger_mu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	490	member	ng16_su	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	491	member	ng16_mu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	492	member	codebook42_su	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	493	member	codebook75_mu	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	495	member	he_ltf	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	496	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	497	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	499	struct	sta_rec_bfee	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	500	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	501	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	502	member	fb_identity_matrix	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	503	member	ignore_feedback	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	504	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	505	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	507	struct	sta_rec_muru	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	508	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	509	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	511	struct	__anone602538c0708	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	512	member	ofdma_dl_en	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	513	member	ofdma_ul_en	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	514	member	mimo_dl_en	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	515	member	mimo_ul_en	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	516	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	517	member	cfg	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	519	struct	__anone602538c0808	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	520	member	punc_pream_rx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	521	member	he_20m_in_40m_2g	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	522	member	he_20m_in_160m	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	523	member	he_80m_in_160m	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	524	member	lt16_sigb	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	525	member	rx_su_comp_sigb	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	526	member	rx_su_non_comp_sigb	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	527	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	528	member	ofdma_dl	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	530	struct	__anone602538c0908	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	531	member	t_frame_dur	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	532	member	mu_cascading	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	533	member	uo_ra	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	534	member	he_2x996_tone	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	535	member	rx_t_frame_11ac	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	536	member	rx_ctrl_frame_to_mbss	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	537	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	538	member	ofdma_ul	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	540	struct	__anone602538c0a08	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	541	member	vht_mu_bfee	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	542	member	partial_bw_dl_mimo	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	543	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	544	member	mimo_dl	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	546	struct	__anone602538c0b08	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	547	member	full_ul_mimo	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	548	member	partial_ul_mimo	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	549	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	550	member	mimo_ul	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	551	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	553	struct	sta_rec_remove	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	554	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	555	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	556	member	action	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	557	member	pad	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	558	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	560	struct	sta_phy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	561	member	type	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	562	member	flag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	563	member	stbc	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	564	member	sgi	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	565	member	bw	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	566	member	ldpc	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	567	member	mcs	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	568	member	nss	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	569	member	he_ltf	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	572	struct	sta_rec_ra	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	573	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	574	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	576	member	valid	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	577	member	auto_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	578	member	phy_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	579	member	channel	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	580	member	bw	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	581	member	disable_cck	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	582	member	ht_mcs32	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	583	member	ht_gf	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	584	member	ht_mcs	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	585	member	mmps_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	586	member	gband_256	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	587	member	af	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	588	member	auth_wapi_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	589	member	rate_len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	591	member	supp_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	592	member	supp_cck_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	593	member	supp_ofdm_rate	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	594	member	supp_ht_mcs	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	595	member	supp_vht_mcs	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	597	member	op_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	598	member	op_vht_chan_width	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	599	member	op_vht_rx_nss	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	600	member	op_vht_rx_nss_type	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	602	member	sta_cap	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	604	member	phy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	605	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	607	struct	sta_rec_ra_fixed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	608	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	609	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	611	member	field	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	612	member	op_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	613	member	op_vht_chan_width	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	614	member	op_vht_rx_nss	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	615	member	op_vht_rx_nss_type	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	617	member	phy	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	619	member	spe_idx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	620	member	short_preamble	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	621	member	is_5g	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	622	member	mmps_mode	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	623	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	625	struct	sta_rec_tx_proc	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	626	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	627	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	628	member	flag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	629	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	631	struct	sta_rec_eml_op	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	632	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	633	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	634	member	link_bitmap	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	635	member	link_ant_num	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	636	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	640	struct	wtbl_req_hdr	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	641	member	wlan_idx_lo	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	642	member	operation	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	643	member	tlv_num	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	644	member	wlan_idx_hi	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	645	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	646	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	648	struct	wtbl_generic	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	649	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	650	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	651	member	peer_addr	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	652	member	muar_idx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	653	member	skip_tx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	654	member	cf_ack	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	655	member	qos	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	656	member	mesh	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	657	member	adm	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	658	member	partial_aid	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	659	member	baf_en	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	660	member	aad_om	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	661	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	663	struct	wtbl_rx	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	664	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	665	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	666	member	rcid	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	667	member	rca1	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	668	member	rca2	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	669	member	rv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	670	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	671	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	673	struct	wtbl_ht	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	674	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	675	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	676	member	ht	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	677	member	ldpc	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	678	member	af	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	679	member	mm	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	680	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	681	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	683	struct	wtbl_vht	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	684	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	685	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	686	member	ldpc	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	687	member	dyn_bw	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	688	member	vht	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	689	member	txop_ps	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	690	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	691	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	693	struct	wtbl_tx_ps	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	694	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	695	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	696	member	txps	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	697	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	698	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	700	struct	wtbl_hdr_trans	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	701	member	tag	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	702	member	len	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	703	member	to_ds	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	704	member	from_ds	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	705	member	no_rx_trans	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	706	member	rsv	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	707	variable	__packed	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac_mcu.h	709	struct	wtbl_ba	-	unmapped	-
